"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023272","1968-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","1.1","0","0.8",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","8.9",",0,13,","0",",,0,31,+","0",",,0,31,+","36.1",",,0,12,","25.0",",0,28,","1137.7","0","144.5",",0","80.0",",,,0","81.2",",X","0",",,,0","13.70",",0","16.70",",,,0","10.70",",,,0","18150",",X","135",",X","14.3",",X"
"USW00023272","1968-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","1.7","0","0.6",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","7.2",",0,16,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,01,","25.6",",0,09,","1285.6","0","147.9",",0","12.2",",,,0","94.6",",X","0",",,,0","13.42",",0","17.09",",,,0","9.75",",,,0","22494",",X","225",",X","13.0",",X"
"USW00023272","1968-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","1.7","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","8.3",",0,17,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,24,","22.2",",0,27,","1446.5","0","160.9",",0","5.7",",,,0","72.1",",X","0",",,,0","13.14",",0","16.02",",,,0","10.26",",,,0","19062",",X","270",",X","14.8",",X"
"USW00023272","1968-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","2.5","0","0.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","10.0",",0,19,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,26,+","25.0",",0,15,","1547.6","0","101.1",",0","0.0",",T,,0","76.7",",X","0",",,,0","14.99",",0","18.07",",,,0","11.91",",,,0","20400",",X","225",",X","13.9",",X"
"USW00023272","1968-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","4.4","0","1.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","9.4",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","26.1",",0,29,","123.1","0","123.1",",0","0.0",",T,,0","66.0",",X","0",",,,0","14.43",",0","17.22",",,,0","11.63",",,,0","17814",",X","270",",X","13.4",",X"
"USW00023272","1968-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","16.1","0","11.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","1",",0","","","","","12.2",",0,24,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,19,","35.6",",0,29,","182.4","0","59.3",",0","0.8",",,,0","66.3",",X","0",",,,0","16.80",",0","19.78",",,,0","13.81",",,,0","16722",",X","225",",X","14.8",",X"
"USW00023272","1968-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","36.7","0","20.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","9.4",",0,28,","0",",,0,30,+","0",",,0,30,+","1.3",",,0,13,","31.7",",0,16,","235.0","0","52.6",",0","1.6",",,,0","74.8",",X","0",",,,0","17.27",",0","20.73",",,,0","13.80",",,,0","16638",",X","270",",X","12.5",",X"
"USW00023272","1968-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","44.5","0","7.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","","","10.0",",0,27,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,29,","27.8",",0,26,","320.0","0","85.0",",0","15.8",",,,0","70.7",",X","0",",,,0","15.84",",0","19.49",",,,0","12.19",",,,0","14712",",X","270",",X","10.3",",X"
"USW00023272","1968-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","44.5","0","0.0",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","7.8",",0,30,+","0",",,0,30,+","0",",,0,30,+","20.6",",,0,14,","22.2",",0,10,","466.6","0","146.6",",0","67.9",",,,0","59.2",",X","0",",,,0","13.45",",0","16.26",",,,0","10.63",",,,0","10770",",X","135",",X","12.5",",X"
"USW00023272","1968-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","44.5","0","0.0",",0","17",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","3.3",",0,21,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,28,+","15.6",",0,10,+","728.3","0","261.7",",0","99.4",",,,0","53.0",",X","0",",,,0","9.89",",0","12.40",",,,0","7.38",",,,0","9480",",X","135",",X","15.6",",X"
"USW00023272","1969-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","17",",0","14",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","3.3",",0,29,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,18,","16.1",",0,20,+","1011.7","0","283.4",",0","196.6",",,,0","41.9",",X","0",",,,0","9.19",",0","11.61",",,,0","6.77",",,,0","7728",",X","225",",X","15.2",",X"
"USW00023272","1969-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","19",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","5.0",",0,04,","0",",,0,28,+","0",",,0,28,+","28.7",",,0,11,","17.8",",0,10,","1244.4","0","232.7",",0","184.5",",,,0","51.0",",X","0",",,,0","10.02",",0","12.13",",,,0","7.91",",,,0","9246",",X","135",",X","15.2",",X"
"USW00023272","1969-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","2.2","0","2.2",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","6.1",",0,13,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,12,","25.6",",0,26,","1432.5","0","188.1",",0","25.7",",,,0","87.1",",X","0",",,,0","12.34",",0","15.70",",,,0","8.97",",,,0","19368",",X","225",",X","13.0",",X"
"USW00023272","1969-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","2.2","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","7.2",",0,06,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,05,","22.8",",0,27,","1613.1","0","180.6",",0","44.3",",,,0","85.1",",X","0",",,,0","12.31",",0","15.44",",,,0","9.19",",,,0","20268",",X","225",",X","15.2",",X"
"USW00023272","1969-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","2.8","0","0.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","8.3",",0,04,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,26,+","26.7",",0,05,","1751.6","0","138.5",",0","0.0",",T,,0","75.6",",X","0",",,,0","13.88",",0","17.08",",,,0","10.68",",,,0","19968",",X","225",",X","14.8",",X"
"USW00023272","1969-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","3.4","0","0.6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","10.6",",0,30,","0",",,0,30,+","0",",,0,30,+","1.0",",,0,08,","25.0",",0,29,","1858.1","0","106.5",",0","1.3",",,,0","55.9",",X","0",",,,0","14.80",",0","17.09",",,,0","12.52",",,,0","14868",",X","270",",X","13.9",",X"
"USW00023272","1969-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","3.4","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","9.4",",0,19,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,25,","23.3",",0,17,","126.9","0","126.9",",0","0.0",",T,,0","76.5",",X","0",",,,0","14.24",",0","17.38",",,,0","11.09",",,,0","20670",",X","270",",X","13.0",",X"
"USW00023272","1969-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","3.4","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","8.9",",0,14,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,19,","23.3",",0,29,","224.6","0","97.7",",0","0.0",",T,,0","90.1",",X","0",",,,0","15.18",",0","18.92",",,,0","11.44",",,,0","22812",",X","270","1,X","12.1","1,X"
"USW00023272","1969-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","11.0","0","7.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","10.6",",0,02,","0",",,0,30,+","0",",,0,30,+","0.3",",,0,06,","27.8",",0,25,","301.3","0","76.7",",0","0.3",",,,0","76.4",",X","0",",,,0","16.03",",0","19.30",",,,0","12.76",",,,0","17094",",X","270",",X","11.6",",X"
"USW00023272","1969-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","20.4","0","9.4",",0","5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","11.1",",0,25,+","0",",,0,31,+","0",",,0,31,+","58.2",",,0,15,","26.1",",0,31,","364.8","0","63.5",",0","66.4",",,,0","69.3",",X","0",",,,0","16.59",",0","20.18",",,,0","12.99",",,,0","14514",",X","315",",X","12.5",",X"
"USW00023272","1969-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","22.1","0","1.7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","8.9",",0,29,+","0",",,0,30,+","0",",,0,30,+","10.4",",,0,05,","25.6",",0,01,","460.9","0","96.1",",0","11.5",",,,0","76.3",",X","0",",,,0","15.19",",0","18.90",",,,0","11.47",",,,0","13902",",X","270",",X","10.3",",X"
"USW00023272","1969-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","22.1","0","0.0",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","7.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","63.2",",,0,20,","18.9",",0,01,","620.1","0","159.2",",0","156.1",",,,0","54.6",",X","0",",,,0","13.20",",0","15.75",",,,0","10.65",",,,0","9792",",X","225",",X","13.0",",X"
"USW00023272","1970-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","21",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","5.6",",0,06,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,20,","17.8",",0,22,","809.5","0","189.4",",0","198.4",",,,0","46.0",",X","0",",,,0","12.22",",0","14.37",",,,0","10.07",",,,0","8520",",X","225",",X","15.2",",X"
"USW00023272","1970-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","7.8",",0,18,","0",",,0,28,+","0",",,0,28,+","15.0",",,0,16,","21.1",",0,26,","928.6","0","119.1",",0","39.7",",,,0","80.4",",X","0",",,,0","14.08",",0","17.46",",,,0","10.70",",,,0","14604",",X","180",",X","13.0",",X"
"USW00023272","1970-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","2.2","0","2.2",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","7.2",",0,04,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,04,","26.1",",0,25,","1055.3","0","126.7",",0","39.3",",,,0","84.1",",X","0",",,,0","14.32",",0","18.01",",,,0","10.63",",,,0","18822",",X","360",",X","11.6",",X"
"USW00023272","1970-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","2.2","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","6.7",",0,27,+","0",",,0,30,+","0",",,0,30,+","0.8",",,0,19,","23.3",",0,03,","1250.7","0","195.4",",0","1.6",",,,0","92.5",",X","0",",,,0","11.82",",0","15.14",",,,0","8.50",",,,0","21954",",X","225",",X","14.8",",X"
"USW00023272","1970-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","12.2","0","10.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","1",",0","","","","","8.3",",0,07,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,13,","32.8",",0,15,","1386.5","0","135.8",",0","0.8",",,,0","77.0",",X","0",",,,0","14.27",",0","18.24",",,,0","10.31",",,,0","20376",",X","270",",X","14.8",",X"
"USW00023272","1970-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","12.8","0","0.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","9.4",",0,07,+","0",",,0,30,+","0",",,0,30,+","12.2",",,0,08,","25.0",",0,30,","1524.8","0","138.3",",0","14.5",",,,0","65.1",",X","0",",,,0","13.74",",0","16.48",",,,0","11.01",",,,0","17286",",X","270",",X","15.2",",X"
"USW00023272","1970-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","22.3","0","9.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","1",",0","","","","","10.0",",0,07,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","33.3",",0,02,","132.9","0","132.9",",0","0.0",",T,,0","61.8",",X","0",",,,0","14.35",",0","17.30",",,,0","11.40",",,,0","16674",",X","270",",X","11.6",",X"
"USW00023272","1970-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","26.1","0","3.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","10.0",",0,22,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","29.4",",0,09,","271.1","0","138.2",",0","0.0",",T,,0","59.0",",X","0",",,,0","14.00",",0","16.95",",,,0","11.05",",,,0","14988",",X","270",",X","11.6",",X"
"USW00023272","1970-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","70.9","0","44.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","","","","","9.4",",0,12,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","33.3",",0,26,","326.2","0","55.1",",0","0.0",",,,0","93.7",",X","0",",,,0","17.99",",0","22.83",",,,0","13.15",",,,0","20964",",X","270",",X","12.1",",X"
"USW00023272","1970-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","76.4","0","5.5",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","9.4",",0,19,+","0",",,0,31,+","0",",,0,31,+","6.6",",,0,21,","30.0",",0,01,","442.2","0","116.0",",0","21.3",",,,0","67.1",",X","0",",,,0","14.77",",0","17.94",",,,0","11.60",",,,0","14004",",X","180",",X","10.7",",X"
"USW00023272","1970-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","76.4","0","0.0",",0","13",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","8.9",",0,27,","0",",,0,30,+","0",",,0,30,+","30.5",",,0,27,","21.1",",0,01,","561.8","0","119.6",",0","163.5",",,,0","37.3",",X","0",",,,0","14.35",",0","16.89",",,,0","11.80",",,,0","7038",",X","225",",X","14.8",",X"
"USW00023272","1970-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","76.4","0","0.0",",0","20",",0","16",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","5.0",",0,25,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,20,","16.1",",0,05,","810.5","0","248.7",",0","136.9",",,,0","32.8",",X","0",",,,0","10.31",",0","12.35",",,,0","8.27",",,,0","5856",",X","225",",X","13.4",",X"
"USW00023272","1971-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","3.9",",0,04,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,12,","20.0",",0,17,","1054.7","0","244.2",",0","52.0",",,,0","66.5",",X","0",",,,0","10.46",",0","13.24",",,,0","7.67",",,,0","12276",",X","270",",X","11.6",",X"
"USW00023272","1971-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","4.4",",0,01,","0",",,0,28,+","0",",,0,28,+","3.3",",,0,18,","22.8",",0,13,","1258.4","0","203.7",",0","6.7",",,,0","79.8",",X","0",",,,0","11.06",",0","14.22",",,,0","7.89",",,,0","14514",",X","270",",X","12.1",",X"
"USW00023272","1971-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","5.6",",0,05,+","0",",,0,31,+","0",",,0,31,+","34.3",",,0,12,","22.2",",0,19,","1460.0","0","201.6",",0","73.9",",,,0","72.3",",X","0",",,,0","11.83",",0","14.93",",,,0","8.73",",,,0","16104",",X","270",",X","12.5",",X"
"USW00023272","1971-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","6.1",",0,21,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,13,","23.9",",0,04,","1658.3","0","198.3",",0","18.4",",,,0","73.1",",X","0",",,,0","11.72",",0","14.75",",,,0","8.70",",,,0","17328",",X","270",",X","12.1",",X"
"USW00023272","1971-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","7.8",",0,03,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,02,","20.0",",0,18,","1838.3","0","180.0",",0","4.8",",,,0","61.4",",X","0",",,,0","12.53",",0","15.33",",,,0","9.73",",,,0","16266",",X","270",",X","14.8",",X"
"USW00023272","1971-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","3.7","0","3.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","8.9",",0,07,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,25,+","26.7",",0,17,","1970.1","0","131.8",",0","0.0",",T,,0","72.7",",X","0",",,,0","14.06",",0","17.36",",,,0","10.76",",,,0","19302",",X","270",",X","12.1",",X"
"USW00023272","1971-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","3.7","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","10.0",",0,27,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,29,","22.2",",0,12,","129.9","0","129.9",",0","0.3",",,,0","67.2",",X","0",",,,0","14.14",",0","17.05",",,,0","11.23",",,,0","18114",",X","270",",X","12.5",",X"
"USW00023272","1971-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","6.5","0","2.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","11.7",",0,15,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,30,","27.2",",0,23,","200.8","0","70.9",",0","0.3",",,,0","70.8",",X","0",",,,0","16.14",",0","19.14",",,,0","13.13",",,,0","17898",",X","270","2,X","11.2","2,X"
"USW00023272","1971-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","39.2","0","32.7","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","14",",0","3",",0","","","","","11.7","1,0,30,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,29,","38.3",",0,14,","251.0","0","50.2",",0","5.6",",,,0","85.7",",X","0",",,,0","18.00","1,0","22.34",",,,0","13.67","1,,,0","19194",",X","270",",X","11.2",",X"
"USW00023272","1971-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","45.6","0","6.4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","7.8",",0,28,","0",",,0,31,+","0",",,0,31,+","1.5",",,0,31,","31.7",",0,12,","381.5","0","130.5",",0","2.8",",,,0","83.8",",X","0",",,,0","14.33",",0","18.08",",,,0","10.58",",,,0","17514",",X","270",",X","12.5",",X"
"USW00023272","1971-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","45.6","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","6.7",",0,07,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,28,","22.2",",0,03,","538.2","0","156.7",",0","48.9",",,,0","64.4",",X","0",",,,0","13.11",",0","16.30",",,,0","9.91",",,,0","11856",",X","360",",X","11.6",",X"
"USW00023272","1971-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","45.6","0","0.0",",0","14",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","5.6",",0,31,+","0",",,0,31,+","0",",,0,31,+","19.6",",,0,25,","15.6",",0,01,","813.7","0","275.5",",0","99.8",",,,0","64.8",",X","0",",,,0","9.45",",0","11.89",",,,0","7.00",",,,0","11610",",X","135",",X","14.3",",X"
"USW00023272","1972-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","3.3",",0,11,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,27,","16.1",",0,14,","1097.8","0","284.1",",0","33.5",",,,0","67.8",",X","0",",,,0","9.17",",0","12.06",",,,0","6.27",",,,0","12462",",X","45",",X","15.2",",X"
"USW00023272","1972-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","5.6",",0,02,","0",",,0,29,+","0",",,0,29,+","24.1",",,0,05,","19.4",",0,27,","1275.7","0","177.9",",0","54.4",",,,0","54.7",",X","0",",,,0","12.20",",0","15.08",",,,0","9.32",",,,0","10320",",X","225",",X","10.3",",X"
"USW00023272","1972-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","1.4","0","1.4",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","6.1",",0,26,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,22,","26.7",",0,16,+","1435.0","0","159.3",",0","6.0",",,,0","81.5",",X","0",",,,0","13.24",",0","16.91",",,,0","9.57",",,,0","18180",",X","270",",X","11.2",",X"
"USW00023272","1972-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","1.4","0","0.0",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","7.2",",0,13,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,12,","23.9",",0,26,","1593.7","0","158.7",",0","27.2",",,,0","84.1",",X","0",",,,0","13.04",",0","16.50",",,,0","9.59",",,,0","20058",",X","270",",X","14.8",",X"
"USW00023272","1972-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","1.7","0","0.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","8.3",",0,03,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,30,+","27.8",",0,13,","1757.2","0","163.5",",0","0.0",",T,,0","75.4",",X","0",",,,0","13.07",",0","16.47",",,,0","9.66",",,,0","19908",",X","270",",X","12.1",",X"
"USW00023272","1972-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","3.9","0","2.2",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","8.9",",0,03,","0",",,0,30,+","0",",,0,30,+","2.8",",,0,09,","27.8",",0,30,","1885.3","0","128.1",",0","2.8",",,,0","74.2",",X","0",",,,0","14.14",",0","17.43",",,,0","10.85",",,,0","19698",",X","270",",X","12.5",",X"
"USW00023272","1972-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","15.6","0","11.7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","1",",0","","","","","11.7",",0,29,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,19,","33.3",",0,14,","83.6","0","83.6",",0","0.3",",,,0","78.0",",X","0",",,,0","16.01",",0","18.92",",,,0","13.10",",,,0","21024",",X","270",",X","11.6",",X"
